status,asset,market_id,best_expression,side,contract_question,entry_time,target_exit_time,exit_time,entry_price,exit_price,pnl_pct,entry_pm_yes_price,exit_pm_yes_price,entry_edge_score,entry_edge_pts_per_dte,entry_edge_pts_per_dte_7d_change,exit_edge_score,model_version,iv_resolution,entry_flags,note
closed,GOLD,1032272,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,500 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.84600000,0.93300000,10.2837,0.16450000,0.05600000,-3.97314517,-0.05917188,,-1.18242957,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1032288,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $5,400 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.88000000,0.78000000,-11.3636,0.19000000,0.15500000,-3.84436854,-0.05725401,,-1.40294832,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;pm_quote_from_snapshot,
closed,GOLD,2001245,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,100 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T10:00:00Z,0.55000000,0.76000000,38.1818,0.46000000,0.23500000,-3.75523866,-0.05592661,,-0.04666619,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032283,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $6,500 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.96300000,0.67900000,-29.4912,0.05800000,0.17300000,-3.64430713,-0.05427451,,-1.39236974,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032261,sell_yes_or_buy_no,no,"Will Gold (GC) settle at $5,400-$5,800 in June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.90000000,0.90000000,0.0000,0.11000000,0.09500000,-3.57164569,-0.05319237,,-2.50646958,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032263,sell_yes_or_buy_no,no,"Will Gold (GC) settle at >$6,200 in June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.96300000,0.95800000,-0.5192,0.04000000,0.03400000,-3.43206764,-0.05111364,,-1.04755627,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032285,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $6,000 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.96400000,0.75400000,-21.7842,0.06250000,0.14150000,-2.89506285,-0.04311605,,-1.59231312,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
closed,GOLD,1032271,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $6,000 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.95700000,0.96200000,0.5225,0.04550000,0.03450000,-2.89012569,-0.04304252,,-2.87508445,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1032280,sell_yes_or_buy_no,no,"Will Gold (GC) hit (LOW) $3,400 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.97000000,0.96500000,-0.5155,0.03100000,0.03100000,-2.88854542,-0.04301898,,-2.41596966,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032282,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $7,000 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.97200000,0.66000000,-32.0988,0.17650000,0.18150000,-2.79690812,-0.04165423,,-1.64809857,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
closed,GOLD,1032269,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $6,500 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.97100000,0.96500000,-0.6179,0.03050000,0.03300000,-2.78861427,-0.04153071,,-0.88473947,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1032284,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $6,200 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.97000000,0.93100000,-4.0206,0.04350000,0.04900000,-2.73206764,-0.04068857,,-1.34755627,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032268,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $7,000 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.97400000,0.97700000,0.3080,0.02850000,0.02250000,-2.59381623,-0.03862959,,-0.89619714,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,2001237,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,000 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T15:00:00Z,0.44000000,0.53000000,20.4545,0.56500000,0.44500000,-2.49757559,-0.03719629,,-1.08398827,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032292,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $4,600 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.39000000,0.30000000,-23.0769,0.67500000,0.64000000,-2.34930933,-0.03498816,,-3.41965464,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
closed,GOLD,2001248,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,300 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.75000000,0.90000000,20.0000,0.25500000,0.09500000,-2.24187303,-0.03338812,,-0.74483606,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,2001188,buy_yes,yes,"Will Gold (GC) hit (LOW) $4,300 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.35000000,0.34000000,-2.8571,0.34000000,0.35500000,1.96590781,0.02927818,,7.65806767,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032267,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $8,000 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.98400000,0.98200000,-0.2033,0.01650000,0.01650000,-1.59999116,-0.02382860,,-0.95142948,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1272717,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $8,500 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.98500000,0.98200000,-0.3046,0.01600000,0.01650000,-1.49999975,-0.02233943,,-1.17607458,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1295944,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $9,000 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.98600000,0.98800000,0.2028,0.01500000,0.01150000,-1.39999999,-0.02085014,,-0.80445546,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1032281,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $8,000 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.98600000,0.90200000,-8.5193,0.08150000,0.05800000,-1.39999558,-0.02085007,,-1.52571474,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
closed,GOLD,1295945,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $10,000 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.99000000,0.98800000,-0.2020,0.01150000,0.01050000,-1.00000000,-0.01489296,,-0.75212499,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
open,GOLD,2001247,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,200 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.68000000,,,0.33000000,,-0.98771066,-0.01470993,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,2001254,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,400 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.83000000,0.93000000,12.0482,0.18000000,0.06500000,-0.68873708,-0.01025733,,-0.69892499,relative_value_heatmap_v1_legacy_2x,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,2001214,buy_yes,yes,"Will Gold (GC) hit (HIGH) $4,900 by end of June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T09:00:00Z,0.67000000,0.37000000,-44.7761,0.66500000,0.39000000,0.66123856,0.00984780,,3.94231685,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,
open,GOLD,1032255,sell_yes_or_buy_no,no,"Will Gold (GC) settle at <$3,800 in June?",2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.98100000,,,0.03850000,,-0.28558490,-0.00425320,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1652672,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $115 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.51400000,0.37700000,-26.6537,0.49150000,0.62150000,-48.29382736,-0.71879185,,-8.81771808,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1652677,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $120 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.62000000,0.52000000,-16.1290,0.39000000,0.47500000,-37.92131781,-0.56441031,,-2.29134383,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1652685,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $130 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T17:00:00Z,0.75000000,0.62000000,-17.3333,0.26500000,0.37500000,-24.99590406,-0.37203206,,-0.94176104,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1652697,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $70 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.66000000,0.75000000,13.6364,0.34500000,0.24000000,-24.24227020,-0.36081518,,-1.81277559,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032415,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle over $90 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-05T15:00:00Z,0.57000000,0.37000000,-35.0877,0.50500000,0.62500000,-18.21211107,-0.27106398,,-0.21994238,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1652690,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $140 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.83000000,,,0.18000000,,-16.99983438,-0.25302079,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1494702,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $150 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.87000000,,,0.13500000,,-12.99999447,-0.19348829,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032399,buy_yes,yes,Will Crude Oil (CL) settle at $77-$84 in June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.17000000,,,0.16000000,,12.50716186,0.18615311,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652695,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $60 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.88000000,,,0.12500000,,-11.80033228,-0.17563285,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1032419,buy_yes,yes,Will Crude Oil (CL) settle over $70 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T07:00:00Z,0.84000000,0.77800000,-7.3810,0.78100000,0.84050000,11.12113510,0.16552387,,0.16131528,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032420,buy_yes,yes,Will Crude Oil (CL) settle over $65 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-12T15:00:00Z,0.88000000,0.81500000,-7.3864,0.84000000,0.86250000,11.05148901,0.16448728,,2.60330647,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032416,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle over $85 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-06T11:00:00Z,0.47000000,0.28000000,-40.4255,0.61000000,0.64500000,-8.94023683,-0.13306399,,-3.21013343,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032400,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle at >$84 in June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-05T23:00:00Z,0.45000000,0.29000000,-35.5556,0.58000000,0.70500000,-6.56991880,-0.09778484,,-0.77894154,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032418,buy_yes,yes,Will Crude Oil (CL) settle over $75 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.78000000,0.60000000,-23.0769,0.71500000,0.71500000,6.49224251,0.09662873,,0.93083327,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1652691,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $175 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.94000000,0.92000000,-2.1277,0.06500000,0.07500000,-6.00000000,-0.08930233,,-1.32710083,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,OIL,1032408,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $55 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.94000000,0.95800000,1.9149,0.07500000,0.04100000,-5.99038723,-0.08915925,,-0.15693410,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1494703,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $200 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.95100000,0.95400000,0.3155,0.05050000,0.04550000,-4.90000000,-0.07293023,,-2.69235006,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,OIL,1032423,buy_yes,yes,Will Crude Oil (CL) settle over $56 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T18:00:00Z,0.95800000,0.92800000,-3.1315,0.93450000,0.94650000,4.19052221,0.06237056,,0.05206609,relative_value_heatmap_v1_legacy_2x,valuations_fallback,low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032409,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $52 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.96300000,0.96400000,0.1038,0.04350000,0.03350000,-3.69902184,-0.05505521,,-0.73574064,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032421,buy_yes,yes,Will Crude Oil (CL) settle over $63 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-03T08:00:00Z,0.96000000,0.80000000,-16.6667,0.90500000,0.87000000,3.58159789,0.05330750,,0.26627997,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032410,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $50 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.96900000,0.97100000,0.2064,0.04100000,0.02550000,-3.09983054,-0.04613701,,-0.54972827,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032425,buy_yes,yes,Will Crude Oil (CL) settle over $52 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-01T14:00:00Z,0.96900000,0.73400000,-24.2518,0.96050000,0.83650000,3.09951092,0.04613226,,3.46007183,relative_value_heatmap_v1_legacy_2x,valuations_fallback,low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032424,buy_yes,yes,Will Crude Oil (CL) settle over $55 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-04T23:00:00Z,0.97000000,0.96900000,-0.1031,0.92250000,0.97400000,2.99519362,0.04457963,,0.17846705,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1652706,buy_yes,yes,Will Crude Oil (CL) hit (LOW) $80 by end of June?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,2026-05-05T23:00:00Z,0.65000000,0.47000000,-27.6923,0.63500000,0.48000000,2.84960083,0.04241266,,0.03097475,relative_value_heatmap_v1_legacy_2x,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1032426,buy_yes,yes,Will Crude Oil (CL) settle over $50 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-01T14:00:00Z,,0.97200000,,,0.91150000,,2.79991527,0.04167316,,,relative_value_heatmap_v1_legacy_2x,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
