status,asset,market_id,best_expression,side,contract_question,entry_time,target_exit_time,exit_time,entry_price,exit_price,pnl_pct,entry_pm_yes_price,exit_pm_yes_price,entry_edge_score,entry_edge_pts_per_dte,entry_edge_pts_per_dte_7d_change,exit_edge_score,model_version,iv_resolution,entry_flags,note
open,GOLD,1032270,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $6,200 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.95000000,,,0.05500000,,-4.27525096,-0.06367113,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,1032288,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $5,400 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.88000000,0.84000000,-4.5455,0.19000000,0.13500000,-3.84436854,-0.05725401,,-4.26612496,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;pm_quote_from_snapshot,
closed,GOLD,1032283,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $6,500 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.96300000,0.96800000,0.5192,0.05800000,0.02450000,-3.64430713,-0.05427451,,-0.79956659,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032261,sell_yes_or_buy_no,no,"Will Gold (GC) settle at $5,400-$5,800 in June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.90000000,0.90000000,0.0000,0.11000000,0.09000000,-3.57164569,-0.05319237,,-1.92578113,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032263,sell_yes_or_buy_no,no,"Will Gold (GC) settle at >$6,200 in June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.96300000,0.97600000,1.3499,0.04000000,0.02350000,-3.43206764,-0.05111364,,-0.99497239,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
open,GOLD,1272712,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,700 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.90000000,,,0.10500000,,-3.41247745,-0.05082188,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,1032278,sell_yes_or_buy_no,no,"Will Gold (GC) hit (LOW) $4,200 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.75000000,,,0.26000000,,-3.25173456,-0.04842794,,,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,2001237,buy_yes,yes,"Will Gold (GC) hit (HIGH) $5,000 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.57000000,0.40000000,-29.8246,0.56500000,0.41500000,3.23921650,0.04824151,,4.84342666,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
open,GOLD,1032280,sell_yes_or_buy_no,no,"Will Gold (GC) hit (LOW) $3,400 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97000000,,,0.03100000,,-2.92185511,-0.04351506,,,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,1032285,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $6,000 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.96400000,0.94000000,-2.4896,0.06250000,0.04800000,-2.89506285,-0.04311605,,-1.91606070,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
closed,GOLD,1032282,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $7,000 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.97200000,0.98200000,1.0288,0.17650000,0.01600000,-2.79690812,-0.04165423,,-0.86678353,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
open,GOLD,1032269,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $6,500 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97100000,,,0.03050000,,-2.74259663,-0.04084537,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,1032284,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $6,200 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.97000000,0.95200000,-1.8557,0.04350000,0.03850000,-2.73206764,-0.04068857,,-1.59497239,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
open,GOLD,1032268,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $7,000 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97400000,,,0.02850000,,-2.59062780,-0.03858211,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,1032271,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $6,000 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.95700000,,,0.04550000,,-2.44945567,-0.03647964,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,1032292,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $4,600 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.39000000,,,0.67500000,,-2.34930933,-0.03498816,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,2001247,buy_yes,yes,"Will Gold (GC) hit (HIGH) $5,200 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.34000000,0.20000000,-41.1765,0.33000000,0.21000000,1.98909095,0.02962345,,5.53705551,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1032267,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $8,000 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.98400000,0.98800000,0.4065,0.01650000,0.01150000,-1.59998477,-0.02382850,,-0.38252590,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
open,GOLD,1032272,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,500 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.84600000,,,0.16450000,,-1.51009097,-0.02248972,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,1272717,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $8,500 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T21:00:00Z,0.98500000,0.99000000,0.5076,0.01600000,0.00750000,-1.49999954,-0.02233943,,-0.06601349,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1295944,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $9,000 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.98600000,0.99100000,0.5071,0.01500000,0.00700000,-1.39999999,-0.02085014,,-0.11900930,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,1032281,sell_yes_or_buy_no,no,"Will Gold (GC) settle over $8,000 on the final trading day of June 2026?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.98600000,0.96100000,-2.5355,0.08150000,0.02550000,-1.39999558,-0.02085007,,-1.00217524,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;pm_quote_from_snapshot,
open,GOLD,2001188,sell_yes_or_buy_no,no,"Will Gold (GC) hit (LOW) $4,300 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.67000000,,,0.34000000,,-1.09943682,-0.01637387,,,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2001190,buy_yes,yes,"Will Gold (GC) hit (LOW) $4,600 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.74000000,,,0.73000000,,1.05154844,0.01566067,,,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,2001189,sell_yes_or_buy_no,no,"Will Gold (GC) hit (LOW) $4,500 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T19:00:00Z,0.40000000,0.38000000,-5.0000,0.60500000,0.60500000,-1.01787092,-0.01515911,,-0.95141338,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
closed,GOLD,1295945,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $10,000 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.99000000,0.99100000,0.1010,0.01150000,0.00700000,-1.00000000,-0.01489296,,-0.18947997,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
closed,GOLD,2001248,buy_yes,yes,"Will Gold (GC) hit (HIGH) $5,300 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.26000000,0.14000000,-46.1538,0.25500000,0.14500000,0.81981117,0.01220941,,6.06257690,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
open,GOLD,2001179,sell_yes_or_buy_no,no,"Will Gold (GC) hit (LOW) $4,400 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.55000000,,,0.45500000,,-0.58475757,-0.00870877,,,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,2001254,buy_yes,yes,"Will Gold (GC) hit (HIGH) $5,400 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.19000000,0.11000000,-42.1053,0.18000000,0.11500000,0.52209379,0.00777552,,4.27112128,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,
open,GOLD,1032255,sell_yes_or_buy_no,no,"Will Gold (GC) settle at <$3,800 in June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.98100000,,,0.03850000,,-0.28558490,-0.00425320,,,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,No archive at or after target exit yet.
closed,GOLD,2001245,buy_yes,yes,"Will Gold (GC) hit (HIGH) $5,100 by end of June?",2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.47000000,0.29000000,-38.2979,0.46000000,0.31000000,0.14001729,0.00208527,,3.40320841,relative_value_heatmap_v2_one_touch,valuations_fallback,pm_quote_from_snapshot,
open,OIL,1652672,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $115 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.51400000,,,0.49150000,,-48.16824153,-0.71692266,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652677,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $120 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.62000000,,,0.39000000,,-37.88455173,-0.56386310,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1652697,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $70 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.66000000,0.81000000,22.7273,0.34500000,0.18500000,-26.23033955,-0.39040505,,-5.92859493,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1652685,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $130 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.75000000,,,0.26500000,,-24.99351701,-0.37199653,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032415,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle over $90 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.57000000,,,0.50500000,,-18.21211107,-0.27106398,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652690,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $140 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.83000000,,,0.18000000,,-16.99971854,-0.25301907,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1494702,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $150 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.87000000,,,0.13500000,,-12.99998994,-0.19348822,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032399,buy_yes,yes,Will Crude Oil (CL) settle at $77-$84 in June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.17000000,,,0.16000000,,12.50716186,0.18615311,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1652695,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $60 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.88000000,0.93000000,5.6818,0.12500000,0.06500000,-11.86172231,-0.17654656,,-1.51691326,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032419,buy_yes,yes,Will Crude Oil (CL) settle over $70 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.84000000,0.77700000,-7.5000,0.78100000,0.83750000,11.12113510,0.16552387,,0.36612631,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
closed,OIL,1032420,buy_yes,yes,Will Crude Oil (CL) settle over $65 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.88000000,0.81500000,-7.3864,0.84000000,0.86250000,11.05148901,0.16448728,,2.60330647,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1032416,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle over $85 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.47000000,,,0.61000000,,-8.94023683,-0.13306399,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032400,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle at >$84 in June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.45000000,,,0.58000000,,-6.56991880,-0.09778484,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032418,buy_yes,yes,Will Crude Oil (CL) settle over $75 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.78000000,,,0.71500000,,6.49224251,0.09662873,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652691,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $175 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.94000000,,,0.06500000,,-6.00000000,-0.08930233,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1032408,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $55 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.94000000,0.96200000,2.3404,0.07500000,0.03750000,-5.99386766,-0.08921105,,-0.78070521,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1494703,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $200 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.95100000,,,0.05050000,,-4.90000000,-0.07293023,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032423,buy_yes,yes,Will Crude Oil (CL) settle over $56 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.95800000,,,0.93450000,,4.19052221,0.06237056,,,relative_value_heatmap_v2_one_touch,valuations_fallback,low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032409,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $52 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.96300000,,,0.04350000,,-3.69940860,-0.05506097,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1032421,buy_yes,yes,Will Crude Oil (CL) settle over $63 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.96000000,0.92000000,-4.1667,0.90500000,0.93000000,3.58159789,0.05330750,,0.56393065,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1032410,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $50 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.96900000,,,0.04100000,,-3.09990134,-0.04613807,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1032425,buy_yes,yes,Will Crude Oil (CL) settle over $52 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T17:00:00Z,0.96900000,0.91400000,-5.6760,0.96050000,0.93400000,3.09951092,0.04613226,,2.14843944,relative_value_heatmap_v2_one_touch,valuations_fallback,low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1032424,buy_yes,yes,Will Crude Oil (CL) settle over $55 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97000000,,,0.92250000,,2.99519362,0.04457963,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032426,buy_yes,yes,Will Crude Oil (CL) settle over $50 on the final trading day of June 2026?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97200000,,,0.91150000,,2.79991527,0.04167316,,,relative_value_heatmap_v2_one_touch,valuations_fallback,wide_pm_spread;low_pm_liquidity;perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1032412,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $45 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.97400000,0.98200000,0.8214,0.02850000,0.01750000,-2.59999958,-0.03869767,,-0.31984183,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
open,OIL,1032396,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle at $56-$63 in June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97000000,,,0.03150000,,-2.59107569,-0.03856485,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032411,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $47 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,,0.97600000,,,0.02800000,,-2.39999550,-0.03572086,,,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
closed,OIL,1032413,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $40 by end of June?,2026-04-24T14:00:00Z,2026-05-08T14:00:00Z,2026-05-12T15:00:00Z,0.98000000,0.98200000,0.2041,0.02750000,0.01750000,-2.00000000,-0.02976744,,-0.56478074,relative_value_heatmap_v2_one_touch,valuations_fallback,perp_spot_basis;oil_snapshot_uses_brent;pm_quote_from_snapshot,
