status,asset,market_id,best_expression,side,contract_question,entry_time,target_exit_time,exit_time,entry_price,exit_price,pnl_pct,entry_pm_yes_price,exit_pm_yes_price,entry_edge_score,entry_edge_pts_per_dte,entry_edge_pts_per_dte_7d_change,exit_edge_score,model_version,iv_resolution,entry_flags,note
open,BTC,1339767,sell_yes_or_buy_no,no,"Will Bitcoin dip to $50,000 by December 31, 2026?",2026-05-12T22:00:00Z,2026-05-26T22:00:00Z,,0.66000000,,,0.35000000,,-12.92966027,-0.05542273,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,BTC,701493,buy_yes,yes,"Will Bitcoin reach $130,000 by December 31, 2026?",2026-05-12T22:00:00Z,2026-05-26T22:00:00Z,,0.14000000,,,0.13500000,,12.44165381,0.05333090,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,BTC,701502,sell_yes_or_buy_no,no,"Will Bitcoin dip to $45,000 by December 31, 2026?",2026-05-12T22:00:00Z,2026-05-26T22:00:00Z,,0.74000000,,,0.26500000,,-8.62482425,-0.03697013,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,BTC,701491,buy_yes,yes,"Will Bitcoin reach $150,000 by December 31, 2026?",2026-05-12T22:00:00Z,2026-05-26T22:00:00Z,,0.07000000,,,0.06500000,,7.90136272,0.03386903,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,BTC,701492,buy_yes,yes,"Will Bitcoin reach $140,000 by December 31, 2026?",2026-05-12T22:00:00Z,2026-05-26T22:00:00Z,,0.12000000,,,0.11000000,,7.06672883,0.03029139,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,BTC,1339768,sell_yes_or_buy_no,no,"Will Bitcoin dip to $40,000 by December 31, 2026?",2026-05-12T22:00:00Z,2026-05-26T22:00:00Z,,0.80000000,,,0.20500000,,-5.43658057,-0.02330379,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,BTC,2132774,buy_yes,yes,"Will Bitcoin reach $95,000 in May?",2026-05-13T21:00:00Z,2026-05-27T21:00:00Z,,0.03800000,,,0.03750000,,9.27673793,0.50715652,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,BTC,2132778,sell_yes_or_buy_no,no,"Will Bitcoin dip to $75,000 in May?",2026-05-13T21:00:00Z,2026-05-27T21:00:00Z,,0.49000000,,,0.51500000,,-5.22439300,-0.28561602,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,SPY,1125374,buy_yes,yes,"Will S&P 500 (SPX) hit $7,700 (HIGH) in June?",2026-05-13T21:00:00Z,2026-05-27T21:00:00Z,,0.28600000,,,0.27850000,,18.81682090,0.39235769,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,SPY,1125393,sell_yes_or_buy_no,no,"Will S&P 500 (SPX) hit $6,200 (LOW) in December?",2026-05-13T21:00:00Z,2026-05-27T21:00:00Z,,0.60100000,,,0.40400000,,-7.91552293,-0.03411863,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,SPY,1125385,buy_yes,yes,"Will S&P 500 (SPX) hit $9,300 (HIGH) in December?",2026-05-13T21:00:00Z,2026-05-27T21:00:00Z,,0.05400000,,,0.04700000,,6.66531714,0.02872982,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,BTC,701490,buy_yes,yes,"Will Bitcoin reach $160,000 by December 31, 2026?",2026-05-13T21:00:00Z,2026-05-27T21:00:00Z,,0.08000000,,,0.07500000,,6.09095190,0.02621644,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,GOLD,2074208,buy_yes,yes,"Will Gold (XAUUSD) hit (LOW) $4,400 in May?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.34000000,,,0.33500000,,13.50581936,0.94226647,,,relative_value_heatmap_v2_one_touch,valuations_fallback,,No archive at or after target exit yet.
open,GOLD,2074207,buy_yes,yes,"Will Gold (XAUUSD) hit (LOW) $4,500 in May?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.75000000,,,0.74500000,,10.45193420,0.72920471,,,relative_value_heatmap_v2_one_touch,valuations_fallback,,No archive at or after target exit yet.
open,GOLD,2074204,sell_yes_or_buy_no,no,"Will Gold (XAUUSD) hit (HIGH) $4,800 in May?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.76000000,,,0.24500000,,-6.01959189,-0.41997153,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,ETH,2132800,buy_yes,yes,"Will Ethereum dip to $1,800 in May?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.06000000,,,0.05800000,,12.39282542,0.86461573,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,ETH,2132802,buy_yes,yes,"Will Ethereum dip to $1,400 in May?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.01100000,,,0.01050000,,5.77375784,0.40282031,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,ETH,2132803,buy_yes,yes,"Will Ethereum dip to $1,200 in May?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.00500000,,,0.00450000,,5.65838058,0.39477074,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,GOLD,2001237,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $5,000 by end of June?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.65000000,,,0.35500000,,-9.65039648,-0.21984767,,,relative_value_heatmap_v2_one_touch,valuations_fallback,,No archive at or after target exit yet.
open,SPY,1125382,sell_yes_or_buy_no,no,"Will S&P 500 (SPX) hit $6,300 (LOW) in June?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.86000000,,,0.14500000,,-8.64138057,-0.19639501,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,SPY,2236210,sell_yes_or_buy_no,no,"Will S&P 500 (SPX) hit $6,900 (LOW) in June?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.63000000,,,0.37500000,,-5.69331250,-0.12939347,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,GOLD,1294367,sell_yes_or_buy_no,no,"Will Gold (GC) hit (HIGH) $7,000 by end of December?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.89000000,,,0.11500000,,-10.24368074,-0.04509324,,,relative_value_heatmap_v2_one_touch,valuations_fallback,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,SPY,1125386,buy_yes,yes,"Will S&P 500 (SPX) hit $8,600 (HIGH) in December?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.11000000,,,0.10500000,,10.93138494,0.04793591,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,ETH,701549,buy_yes,yes,"Will Ethereum reach $3,500 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.33000000,,,0.32500000,,14.87415350,0.06513039,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,ETH,701548,buy_yes,yes,"Will Ethereum reach $4,000 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.22000000,,,0.21500000,,11.65023977,0.05101364,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,ETH,701552,sell_yes_or_buy_no,no,"Will Ethereum dip to $1,500 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.57000000,,,0.43500000,,-8.86534303,-0.03881924,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,ETH,701554,sell_yes_or_buy_no,no,"Will Ethereum dip to $800 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.84000000,,,0.16500000,,-6.44200256,-0.02820800,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,BTC,701492,sell_yes_or_buy_no,no,"Will Bitcoin reach $140,000 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.90000000,,,0.11000000,,-6.13117263,-0.02684695,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,ETH,701546,sell_yes_or_buy_no,no,"Will Ethereum reach $5,000 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.91000000,,,0.09500000,,-5.87055201,-0.02570576,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,ETH,701543,sell_yes_or_buy_no,no,"Will Ethereum reach $6,500 by December 31, 2026?",2026-05-17T20:00:00Z,2026-05-31T20:00:00Z,,0.94000000,,,0.06500000,,-5.11384243,-0.02239230,,,relative_value_heatmap_v2_one_touch,cme_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,SPY,1125383,sell_yes_or_buy_no,no,"Will S&P 500 (SPX) hit $6,000 (LOW) in June?",2026-05-18T15:00:00Z,2026-06-01T15:00:00Z,,0.91000000,,,0.09500000,,-5.14591898,-0.11909552,,,relative_value_heatmap_v2_one_touch,cme_snapshot,,No archive at or after target exit yet.
open,ETH,2132801,buy_yes,yes,"Will Ethereum dip to $1,600 in May?",2026-05-18T16:00:00Z,2026-06-01T04:00:00Z,,0.03600000,,,0.03450000,,12.69510088,0.94037784,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,,No archive at or after target exit yet.
open,ETH,2132805,buy_yes,yes,Will Ethereum dip to $800 in May?,2026-05-18T16:00:00Z,2026-06-01T04:00:00Z,,0.00200000,,,0.00150000,,10.75804272,0.79689205,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,,No archive at or after target exit yet.
open,ETH,2132804,buy_yes,yes,"Will Ethereum dip to $1,000 in May?",2026-05-18T16:00:00Z,2026-06-01T04:00:00Z,,0.00300000,,,0.00250000,,9.24499488,0.68481444,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,,No archive at or after target exit yet.
open,ETH,701547,buy_yes,yes,"Will Ethereum reach $4,500 by December 31, 2026?",2026-05-18T16:00:00Z,2026-06-01T16:00:00Z,,0.12000000,,,0.11500000,,9.85076984,0.04329216,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,cheap_vs_underlying_cap_bearish,No archive at or after target exit yet.
open,OIL,2074235,sell_yes_or_buy_no,no,Will WTI Crude Oil (WTI) hit (HIGH) $130 in May?,2026-05-18T17:00:00Z,2026-06-01T03:59:59.999000Z,,0.89000000,,,0.11500000,,-7.74808765,-0.57570930,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652672,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $115 by end of June?,2026-05-18T17:00:00Z,2026-06-01T17:00:00Z,,0.59600000,,,0.59000000,,11.99319270,0.27850665,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652685,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $130 by end of June?,2026-05-18T17:00:00Z,2026-06-01T17:00:00Z,,0.31000000,,,0.30500000,,9.85884066,0.22894260,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2233174,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $90 by end of June?,2026-05-18T17:00:00Z,2026-06-01T17:00:00Z,,0.42000000,,,0.58500000,,-7.46447330,-0.17334045,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652690,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $140 by end of June?,2026-05-18T17:00:00Z,2026-06-01T17:00:00Z,,0.20000000,,,0.19500000,,6.86130404,0.15933362,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032400,buy_yes,yes,Will Crude Oil (CL) settle at >$84 in June?,2026-05-18T17:00:00Z,2026-06-01T17:00:00Z,,0.71000000,,,0.70000000,,5.92905921,0.13768497,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1494702,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $150 by end of June?,2026-05-18T17:00:00Z,2026-06-01T17:00:00Z,,0.13000000,,,0.12500000,,5.35102486,0.12426183,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2132637,sell_yes_or_buy_no,no,Will WTI Crude Oil (WTI) hit (LOW) $85 in May?,2026-05-18T18:00:00Z,2026-06-01T03:59:59.999000Z,,0.88000000,,,0.12500000,,-6.79109686,-0.50616871,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2230536,sell_yes_or_buy_no,no,Will WTI Crude Oil (WTI) hit (LOW) $90 in May?,2026-05-18T18:00:00Z,2026-06-01T03:59:59.999000Z,,0.74000000,,,0.26500000,,-6.34301941,-0.47277163,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,SPY,1125387,buy_yes,yes,"Will S&P 500 (SPX) hit $8,200 (HIGH) in December?",2026-05-18T21:00:00Z,2026-06-01T21:00:00Z,,0.31000000,,,0.30000000,,6.57501801,0.02896484,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2074210,sell_yes_or_buy_no,no,"Will Gold (XAUUSD) hit (LOW) $4,200 in May?",2026-05-18T22:00:00Z,2026-06-01T03:59:59.999000Z,,0.89100000,,,0.11900000,,-6.70903449,-0.50634223,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2182293,sell_yes_or_buy_no,no,"Will Gold (XAUUSD) hit (HIGH) $4,850 in May?",2026-05-18T22:00:00Z,2026-06-01T03:59:59.999000Z,,0.89000000,,,0.12000000,,-5.17268000,-0.39039094,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,SPY,1125394,sell_yes_or_buy_no,no,"Will S&P 500 (SPX) hit $5,800 (LOW) in December?",2026-05-18T22:00:00Z,2026-06-01T22:00:00Z,,0.73000000,,,0.28000000,,-5.17970553,-0.02282228,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652677,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $120 by end of June?,2026-05-18T23:00:00Z,2026-06-01T23:00:00Z,,0.50000000,,,0.49000000,,11.17098025,0.26092801,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2074237,buy_yes,yes,Will WTI Crude Oil (WTI) hit (HIGH) $110 in May?,2026-05-19T00:00:00Z,2026-06-01T03:59:59.999000Z,,0.55000000,,,0.54500000,,5.84701935,0.44407742,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652706,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $80 by end of June?,2026-05-19T00:00:00Z,2026-06-02T00:00:00Z,,0.61000000,,,0.40000000,,-15.32020378,-0.35819278,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032399,sell_yes_or_buy_no,no,Will Crude Oil (CL) settle at $77-$84 in June?,2026-05-19T00:00:00Z,2026-06-02T00:00:00Z,,0.83000000,,,0.18000000,,-7.28784921,-0.17039297,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,1032257,buy_yes,yes,"Will Gold (GC) settle at $4,200-$4,600 in June?",2026-05-19T01:00:00Z,2026-06-02T01:00:00Z,,0.30000000,,,0.29750000,,9.25741539,0.21686478,0.16768963,,relative_value_heatmap_v2_one_touch,cboe_snapshot,,No archive at or after target exit yet.
open,GOLD,1032278,buy_yes,yes,"Will Gold (GC) hit (LOW) $4,200 by end of June?",2026-05-19T03:00:00Z,2026-06-02T03:00:00Z,,0.22000000,,,0.21500000,,10.40004002,0.24410852,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2213806,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $110 by end of June?,2026-05-19T09:00:00Z,2026-06-02T09:00:00Z,,0.69000000,,,0.68500000,,19.55443274,0.46123478,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2074236,buy_yes,yes,Will WTI Crude Oil (WTI) hit (HIGH) $120 in May?,2026-05-19T13:00:00Z,2026-06-01T03:59:59.999000Z,,0.24000000,,,0.23500000,,5.71797946,0.45290926,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2230535,sell_yes_or_buy_no,no,Will WTI Crude Oil (WTI) hit (LOW) $95 in May?,2026-05-19T13:00:00Z,2026-06-01T03:59:59.999000Z,,0.55000000,,,0.45500000,,-5.45189585,-0.43183333,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2074209,buy_yes,yes,"Will Gold (XAUUSD) hit (LOW) $4,300 in May?",2026-05-19T15:00:00Z,2026-06-01T03:59:59.999000Z,,0.19000000,,,0.18000000,,10.31257696,0.82226527,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,1032256,buy_yes,yes,"Will Gold (GC) settle at $3,800-$4,200 in June?",2026-05-19T15:00:00Z,2026-06-02T15:00:00Z,,0.15500000,,,0.14800000,,5.09108576,0.12091644,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,1032255,buy_yes,yes,"Will Gold (GC) settle at <$3,800 in June?",2026-05-19T15:00:00Z,2026-06-02T15:00:00Z,,0.01600000,,,0.01550000,,5.06576157,0.12031497,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2132638,buy_yes,yes,Will WTI Crude Oil (WTI) hit (HIGH) $115 in May?,2026-05-19T16:00:00Z,2026-06-01T03:59:59.999000Z,,0.39000000,,,0.38500000,,5.23965445,0.41917236,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1652697,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (LOW) $70 by end of June?,2026-05-19T22:00:00Z,2026-06-02T22:00:00Z,,0.89000000,,,0.11500000,,-5.96759561,-0.14258068,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,ETH,701545,sell_yes_or_buy_no,no,"Will Ethereum reach $5,500 by December 31, 2026?",2026-05-20T00:00:00Z,2026-06-03T00:00:00Z,,0.93000000,,,0.07500000,,-5.25700934,-0.02323968,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2074210,buy_yes,yes,"Will Gold (XAUUSD) hit (LOW) $4,200 in May?",2026-05-20T10:00:00Z,2026-06-01T03:59:59.999000Z,,0.04400000,,,0.04350000,,9.90490092,0.84297029,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2001188,buy_yes,yes,"Will Gold (GC) hit (LOW) $4,300 by end of June?",2026-05-20T12:00:00Z,2026-06-03T12:00:00Z,,0.47000000,,,0.46500000,,8.22428325,0.19947731,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2235983,buy_yes,yes,Will Crude Oil (CL) hit (HIGH) $105 by end of June?,2026-05-20T16:00:00Z,2026-06-03T16:00:00Z,,0.73000000,,,0.72500000,,15.45033830,0.37588253,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1494702,sell_yes_or_buy_no,no,Will Crude Oil (CL) hit (HIGH) $150 by end of June?,2026-05-20T16:00:00Z,2026-06-03T16:00:00Z,,0.90000000,,,0.10500000,,-5.48442677,-0.13342751,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2074236,sell_yes_or_buy_no,no,Will WTI Crude Oil (WTI) hit (HIGH) $120 in May?,2026-05-20T17:00:00Z,2026-06-01T03:59:59.999000Z,,0.87000000,,,0.13500000,,-8.47688133,-0.73980055,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,2132638,sell_yes_or_buy_no,no,Will WTI Crude Oil (WTI) hit (HIGH) $115 in May?,2026-05-20T17:00:00Z,2026-06-01T03:59:59.999000Z,,0.77000000,,,0.23500000,,-7.40221826,-0.64601178,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2001245,buy_yes,yes,"Will Gold (GC) hit (HIGH) $5,100 by end of June?",2026-05-20T17:00:00Z,2026-06-03T17:00:00Z,,0.11000000,,,0.10000000,,5.19314515,0.12659775,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,cheap_vs_underlying_cap_bearish;pm_quote_from_snapshot,No archive at or after target exit yet.
open,GOLD,2001179,buy_yes,yes,"Will Gold (GC) hit (LOW) $4,400 by end of June?",2026-05-20T23:00:00Z,2026-06-03T23:00:00Z,,0.56000000,,,0.55000000,,9.00524942,0.22087479,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,pm_quote_from_snapshot,No archive at or after target exit yet.
open,OIL,1032397,buy_yes,yes,Will Crude Oil (CL) settle at $63-$70 in June?,2026-05-21T01:00:00Z,2026-06-04T01:00:00Z,,0.00800000,,,0.00750000,,5.04695926,0.12391511,,,relative_value_heatmap_v2_one_touch,cboe_snapshot,oil_snapshot_uses_brent;pm_quote_from_snapshot,No archive at or after target exit yet.
